0001F	Heart failure assessed
87168	Macroscopic exam arthropod
87169	Macroscopic exam parasite
87172	Pinworm exam
87176	Tissue homogenization, cultr
87177	Ova and parasites smears
87181	Microbe susceptible, diffuse
87184	Microbe susceptible, disk
87185	Microbe susceptible, enzyme
87186	Microbe susceptible, mic
87187	Microbe susceptible, mlc
87188	Microbe suscept, macrobroth
87190	Microbe suscept, mycobacteri
87197	Bactericidal level, serum
87205	Smear, gram stain
87206	Smear, fluorescent/acid stai
87207	Smear, special stain
87207	Smear, special stain
87209	Smear, complex stain
87210	Smear, wet mount, saline/ink
87220	Tissue exam for fungi
87230	Assay, toxin or antitoxin
87250	Virus inoculate, eggs/animal
87252	Virus inoculation, tissue
87253	Virus inoculate tissue, addl
87254	Virus inoculation, shell via
87255	Genet virus isolate, hsv
87260	Adenovirus ag, if
87265	Pertussis ag, if
87267	Enterovirus antibody, dfa
87269	Giardia ag, if
87270	Chlamydia trachomatis ag, if
87271	Cryptosporidum/gardia ag, if
87272	Cryptosporidium ag, if
87273	Herpes simplex 2, ag, if
87274	Herpes simplex 1, ag, if
87275	Influenza b, ag, if
87276	Influenza a, ag, if
87277	Legionella micdadei, ag, if
87278	Legion pneumophilia ag, if
87279	Parainfluenza, ag, if
87280	Respiratory syncytial ag, if
87281	Pneumocystis carinii, ag, if
87283	Rubeola, ag, if
87285	Treponema pallidum, ag, if
87290	Varicella zoster, ag, if
87299	Antibody detection, nos, if
87300	Ag detection, polyval, if
87301	Adenovirus ag, eia
87320	Chylmd trach ag, eia
87324	Clostridium ag, eia
87327	Cryptococcus neoform ag, eia
87328	Cryptosporidium ag, eia
87329	Giardia ag, eia
87332	Cytomegalovirus ag, eia
87335	E coli 0157 ag, eia
87336	Entamoeb hist dispr, ag, eia
87337	Entamoeb hist group, ag, eia
87338	Hpylori, stool, eia
87339	H pylori ag, eia
87340	Hepatitis b surface ag, eia
87341	Hepatitis b surface, ag, eia
87350	Hepatitis be ag, eia
87380	Hepatitis delta ag, eia
87385	Histoplasma capsul ag, eia
87390	Hiv-1 ag, eia
87391	Hiv-2 ag, eia
87400	Influenza a/b, ag, eia
87420	Resp syncytial ag, eia
87425	Rotavirus ag, eia
87427	Shiga-like toxin ag, eia
87430	Strep a ag, eia
87449	Ag detect nos, eia, mult
87450	Ag detect nos, eia, single
87451	Ag detect polyval, eia, mult
87470	Bartonella, dna, dir probe
87471	Bartonella, dna, amp probe
87472	Bartonella, dna, quant
87475	Lyme dis, dna, dir probe
87476	Lyme dis, dna, amp probe
87477	Lyme dis, dna, quant
87480	Candida, dna, dir probe
87481	Candida, dna, amp probe
87482	Candida, dna, quant
87485	Chylmd pneum, dna, dir probe
87486	Chylmd pneum, dna, amp probe
87487	Chylmd pneum, dna, quant
87490	Chylmd trach, dna, dir probe
87491	Chylmd trach, dna, amp probe
87492	Chylmd trach, dna, quant
87495	Cytomeg, dna, dir probe
87496	Cytomeg, dna, amp probe
87497	Cytomeg, dna, quant
87510	Gardner vag, dna, dir probe
87511	Gardner vag, dna, amp probe
87512	Gardner vag, dna, quant
87515	Hepatitis b, dna, dir probe
87516	Hepatitis b, dna, amp probe
87517	Hepatitis b, dna, quant
87520	Hepatitis c, rna, dir probe
87521	Hepatitis c, rna, amp probe
87522	Hepatitis c, rna, quant
87525	Hepatitis g, dna, dir probe
87526	Hepatitis g, dna, amp probe
87527	Hepatitis g, dna, quant
87528	Hsv, dna, dir probe
87529	Hsv, dna, amp probe
87530	Hsv, dna, quant
87531	Hhv-6, dna, dir probe
87532	Hhv-6, dna, amp probe
87533	Hhv-6, dna, quant
87534	Hiv-1, dna, dir probe
87535	Hiv-1, dna, amp probe
87536	Hiv-1, dna, quant
87537	Hiv-2, dna, dir probe
87538	Hiv-2, dna, amp probe
87539	Hiv-2, dna, quant
87540	Legion pneumo, dna, dir prob
87541	Legion pneumo, dna, amp prob
87542	Legion pneumo, dna, quant
87550	Mycobacteria, dna, dir probe
87551	Mycobacteria, dna, amp probe
87552	Mycobacteria, dna, quant
87555	M.tuberculo, dna, dir probe
87556	M.tuberculo, dna, amp probe
87557	M.tuberculo, dna, quant
87560	M.avium-intra, dna, dir prob
87561	M.avium-intra, dna, amp prob
87562	M.avium-intra, dna, quant
87580	M.pneumon, dna, dir probe
87581	M.pneumon, dna, amp probe
87582	M.pneumon, dna, quant
87590	N.gonorrhoeae, dna, dir prob
87591	N.gonorrhoeae, dna, amp prob
87592	N.gonorrhoeae, dna, quant
87620	Hpv, dna, dir probe
87621	Hpv, dna, amp probe
87622	Hpv, dna, quant
87650	Strep a, dna, dir probe
87651	Strep a, dna, amp probe
87652	Strep a, dna, quant
87660	Trichomonas vagin, dir probe
87797	Detect agent nos, dna, dir
87798	Detect agent nos, dna, amp
87799	Detect agent nos, dna, quant
87800	Detect agnt mult, dna, direc
87801	Detect agnt mult, dna, ampli
87802	Strep b assay w/optic
87803	Clostridium toxin a w/optic
87804	Influenza assay w/optic
87807	Rsv assay w/optic
87810	Chylmd trach assay w/optic
87850	N. gonorrhoeae assay w/optic
87880	Strep a assay w/optic
87899	Agent nos assay w/optic
87900	Phenotype, infect agent drug
87901	Genotype, dna, hiv reverse t
87902	Genotype, dna, hepatitis C
87903	Phenotype, dna hiv w/culture
87904	Phenotype, dna hiv w/clt add
87999	Microbiology procedure
88000	Autopsy (necropsy), gross
88005	Autopsy (necropsy), gross
88007	Autopsy (necropsy), gross
88012	Autopsy (necropsy), gross
88014	Autopsy (necropsy), gross
88016	Autopsy (necropsy), gross
88020	Autopsy (necropsy), complete
88025	Autopsy (necropsy), complete
88027	Autopsy (necropsy), complete
88028	Autopsy (necropsy), complete
88029	Autopsy (necropsy), complete
88036	Limited autopsy
88037	Limited autopsy
88040	Forensic autopsy (necropsy)
88045	Coroner�s autopsy (necropsy)
88099	Necropsy (autopsy) procedure
88104	Cytopathology, fluids
88104	Cytopathology, fluids
88104	Cytopathology, fluids
88106	Cytopathology, fluids
88106	Cytopathology, fluids
88106	Cytopathology, fluids
88107	Cytopathology, fluids
88107	Cytopathology, fluids
88107	Cytopathology, fluids
88108	Cytopath, concentrate tech
88108	Cytopath, concentrate tech
88108	Cytopath, concentrate tech
88112	Cytopath, cell enhance tech
88112	Cytopath, cell enhance tech
88112	Cytopath, cell enhance tech
88125	Forensic cytopathology
88125	Forensic cytopathology
88125	Forensic cytopathology
88130	Sex chromatin identification
88140	Sex chromatin identification
88141	Cytopath, c/v, interpret
88142	Cytopath, c/v, thin layer
88143	Cytopath c/v thin layer redo
88147	Cytopath, c/v, automated
88148	Cytopath, c/v, auto rescreen
88150	Cytopath, c/v, manual
88152	Cytopath, c/v, auto redo
88153	Cytopath, c/v, redo
88154	Cytopath, c/v, select
88155	Cytopath, c/v, index add-on
88160	Cytopath smear, other source
88160	Cytopath smear, other source
88160	Cytopath smear, other source
88161	Cytopath smear, other source
88161	Cytopath smear, other source
88161	Cytopath smear, other source
88162	Cytopath smear, other source
88162	Cytopath smear, other source
88162	Cytopath smear, other source
88164	Cytopath tbs, c/v, manual
88165	Cytopath tbs, c/v, redo
88166	Cytopath tbs, c/v, auto redo
88167	Cytopath tbs, c/v, select
88172	Cytopathology eval of fna
88172	Cytopathology eval of fna
88172	Cytopathology eval of fna
88173	Cytopath eval, fna, report
88173	Cytopath eval, fna, report
88173	Cytopath eval, fna, report
88174	Cytopath, c/v auto, in fluid
88175	Cytopath c/v auto fluid redo
88182	Cell marker study
88182	Cell marker study
88182	Cell marker study
88184	Flowcytometry/ tc, 1 marker
88185	Flowcytometry/tc, add-on
88187	Flowcytometry/read, 2-8
88188	Flowcytometry/read, 9-15
88189	Flowcytometry/read, 16 & >
88199	Cytopathology procedure
88199	Cytopathology procedure
88199	Cytopathology procedure
88230	Tissue culture, lymphocyte
88233	Tissue culture, skin/biopsy
88235	Tissue culture, placenta
88237	Tissue culture, bone marrow
88239	Tissue culture, tumor
88240	Cell cryopreserve/storage
88241	Frozen cell preparation
88245	Chromosome analysis, 20-25
88248	Chromosome analysis, 50-100
88249	Chromosome analysis, 100
88261	Chromosome analysis, 5
88262	Chromosome analysis, 15-20
88263	Chromosome analysis, 45
88264	Chromosome analysis, 20-25
88267	Chromosome analys, placenta
88269	Chromosome analys, amniotic
88271	Cytogenetics, dna probe
88272	Cytogenetics, 3-5
88273	Cytogenetics, 10-30
88274	Cytogenetics, 25-99
88275	Cytogenetics, 100-300
88280	Chromosome karyotype study
88283	Chromosome banding study
88285	Chromosome count, additional
88289	Chromosome study, additional
88291	Cyto/molecular report
88299	Cytogenetic study
88300	Surgical path, gross
88300	Surgical path, gross
88300	Surgical path, gross
88302	Tissue exam by pathologist
88302	Tissue exam by pathologist
88302	Tissue exam by pathologist
88304	Tissue exam by pathologist
88304	Tissue exam by pathologist
88304	Tissue exam by pathologist
88305	Tissue exam by pathologist
88305	Tissue exam by pathologist
88305	Tissue exam by pathologist
88307	Tissue exam by pathologist
88307	Tissue exam by pathologist
88307	Tissue exam by pathologist
88309	Tissue exam by pathologist
88309	Tissue exam by pathologist
88309	Tissue exam by pathologist
88311	Decalcify tissue
88311	Decalcify tissue
88311	Decalcify tissue
88312	Special stains
88312	Special stains
88312	Special stains
88313	Special stains
88313	Special stains
88313	Special stains
88314	Histochemical stain
88314	Histochemical stain
88314	Histochemical stain
88318	Chemical histochemistry
88318	Chemical histochemistry
88318	Chemical histochemistry
88319	Enzyme histochemistry
88319	Enzyme histochemistry
88319	Enzyme histochemistry
88321	Microslide consultation
88323	Microslide consultation
88323	Microslide consultation
88323	Microslide consultation
88325	Comprehensive review of data
88329	Path consult introp
88331	Path consult intraop, 1 bloc
88331	Path consult intraop, 1 bloc
88331	Path consult intraop, 1 bloc
88332	Path consult intraop, add�l
88332	Path consult intraop, add�l
88332	Path consult intraop, add�l
88333	Intraop cyto path consult, 1
88333	Intraop cyto path consult, 1
88333	Intraop cyto path consult, 1
88334	Intraop cyto path consult, 2
88334	Intraop cyto path consult, 2
88334	Intraop cyto path consult, 2
88342	Immunohistochemistry
88342	Immunohistochemistry
88342	Immunohistochemistry
88346	Immunofluorescent study
88346	Immunofluorescent study
88346	Immunofluorescent study
88347	Immunofluorescent study
88347	Immunofluorescent study
88347	Immunofluorescent study
88348	Electron microscopy
88348	Electron microscopy
88348	Electron microscopy
88349	Scanning electron microscopy
88349	Scanning electron microscopy
88349	Scanning electron microscopy
88355	Analysis, skeletal muscle
88355	Analysis, skeletal muscle
88355	Analysis, skeletal muscle
88356	Analysis, nerve
88356	Analysis, nerve
88356	Analysis, nerve
88358	Analysis, tumor
88358	Analysis, tumor
88358	Analysis, tumor
88360	Tumor immunohistochem/manual
88360	Tumor immunohistochem/manual
88360	Tumor immunohistochem/manual
88361	Tumor immunohistochem/comput
88361	Tumor immunohistochem/comput
88361	Tumor immunohistochem/comput
88362	Nerve teasing preparations
88362	Nerve teasing preparations
88362	Nerve teasing preparations
88365	Insitu hybridization (fish)
88365	Insitu hybridization (fish)
88365	Insitu hybridization (fish)
88367	Insitu hybridization, auto
88367	Insitu hybridization, auto
88367	Insitu hybridization, auto
88368	Insitu hybridization, manual
88368	Insitu hybridization, manual
88368	Insitu hybridization, manual
88371	Protein, western blot tissue
88371	Protein, western blot tissue
88372	Protein analysis w/probe
88372	Protein analysis w/probe
88380	Microdissection
88380	Microdissection
88380	Microdissection
88384	Eval molecular probes, 11-50
88384	Eval molecular probes, 11-50
88384	Eval molecular probes, 11-50
88385	Eval  molecul probes, 51-250
88385	Eval  molecul probes, 51-250
88385	Eval  molecul probes, 51-250
88386	Eval molecul probes, 251-500
88386	Eval molecul probes, 251-500
88386	Eval molecul probes, 251-500
88399	Surgical pathology procedure
88399	Surgical pathology procedure
88399	Surgical pathology procedure
88400	Bilirubin total transcut
89049	Chct for mal hyperthermia
89050	Body fluid cell count
89051	Body fluid cell count
89055	Leukocyte assessment, fecal
89060	Exam,synovial fluid crystals
89060	Exam,synovial fluid crystals
89100	Sample intestinal contents
89105	Sample intestinal contents
89125	Specimen fat stain
89130	Sample stomach contents
89132	Sample stomach contents
89135	Sample stomach contents
89136	Sample stomach contents
89140	Sample stomach contents
89141	Sample stomach contents
89160	Exam feces for meat fibers
89190	Nasal smear for eosinophils
89220	Sputum specimen collection
89225	Starch granules, feces
89230	Collect sweat for test
89235	Water load test
89240	Pathology lab procedure
89250	Cultr oocyte/embryo <4 days
89251	Cultr oocyte/embryo <4 days
89253	Embryo hatching
89254	Oocyte identification
89255	Prepare embryo for transfer
89257	Sperm identification
89258	Cryopreservation; embryo(s)
89259	Cryopreservation, sperm
89260	Sperm isolation, simple
89261	Sperm isolation, complex
89264	Identify sperm tissue
89268	Insemination of oocytes
89272	Extended culture of oocytes
89280	Assist oocyte fertilization
89281	Assist oocyte fertilization
89290	Biopsy, oocyte polar body
89291	Biopsy, oocyte polar body
89300	Semen analysis w/huhner
89310	Semen analysis w/count
89320	Semen analysis, complete
89321	Semen analysis & motility
89325	Sperm antibody test
89329	Sperm evaluation test
89330	Evaluation, cervical mucus
89335	Cryopreserve testicular tiss
89342	Storage/year; embryo(s)
89343	Storage/year; sperm/semen
89344	Storage/year; reprod tissue
89346	Storage/year; oocyte(s)
89352	Thawing cryopresrved; embryo
89353	Thawing cryopresrved; sperm
89354	Thaw cryoprsvrd; reprod tiss
89356	Thawing cryopresrved; oocyte
90281	Human ig, im
90283	Human ig, iv
90287	Botulinum antitoxin
90288	Botulism ig, iv
90291	Cmv ig, iv
90296	Diphtheria antitoxin
90371	Hep b ig, im
90375	Rabies ig, im/sc
90376	Rabies ig, heat treated
90378	Rsv ig, im, 50mg
90379	Rsv ig, iv
90384	Rh ig, full-dose, im
90385	Rh ig, minidose, im
90386	Rh ig, iv
90389	Tetanus ig, im
90393	Vaccina ig, im
90396	Varicella-zoster ig, im
90399	Immune globulin
90465	Immune admin 1 inj, < 8 yrs
90466	Immune admin addl inj, < 8 y
90467	Immune admin o or n, < 8 yrs
90468	Immune admin o/n, addl < 8 y
90471	Immunization admin
90472	Immunization admin, each add
90473	Immune admin oral/nasal
90474	Immune admin oral/nasal addl
90476	Adenovirus vaccine, type 4
90477	Adenovirus vaccine, type 7
90581	Anthrax vaccine, sc
90585	Bcg vaccine, percut
90586	Bcg vaccine, intravesical
90632	Hep a vaccine, adult im
90633	Hep a vacc, ped/adol, 2 dose
90634	Hep a vacc, ped/adol, 3 dose
90636	Hep a/hep b vacc, adult im
90645	Hib vaccine, hboc, im
90646	Hib vaccine, prp-d, im
90647	Hib vaccine, prp-omp, im
90648	Hib vaccine, prp-t, im
90649	H papilloma vacc 3 dose im
90655	Flu vaccine no preserv 6-35m
90656	Flu vaccine no preserv 3 & >
90657	Flu vaccine, 6-35 mo, im
90658	Flu vaccine age 3 & over, im
90660	Flu vaccine, nasal
90665	Lyme disease vaccine, im
90669	Pneumococcal vacc, ped <5
90675	Rabies vaccine, im
90676	Rabies vaccine, id
90680	Rotovirus vacc 3 dose, oral
90690	Typhoid vaccine, oral
90691	Typhoid vaccine, im
90692	Typhoid vaccine, h-p, sc/id
90693	Typhoid vaccine, akd, sc
90698	Dtap-hib-ip vaccine, im
90700	Dtap vaccine, < 7 yrs, im
90701	Dtp vaccine, im
90702	Dt vaccine < 7, im
90703	Tetanus vaccine, im
90704	Mumps vaccine, sc
90705	Measles vaccine, sc
90706	Rubella vaccine, sc
90707	Mmr vaccine, sc
90708	Measles-rubella vaccine, sc
90710	Mmrv vaccine, sc
90712	Oral poliovirus vaccine
90713	Poliovirus, ipv, sc/im
90714	Td vaccine no prsrv >/= 7 im
90715	Tdap vaccine >7 im
90716	Chicken pox vaccine, sc
90717	Yellow fever vaccine, sc
90718	Td vaccine > 7, im
90719	Diphtheria vaccine, im
90720	Dtp/hib vaccine, im
90721	Dtap/hib vaccine, im
90723	Dtap-hep b-ipv vaccine, im
90725	Cholera vaccine, injectable
90727	Plague vaccine, im
90732	Pneumococcal vaccine
90733	Meningococcal vaccine, sc
90734	Meningococcal vaccine, im
90735	Encephalitis vaccine, sc
90736	Zoster vacc, sc
90740	Hepb vacc, ill pat 3 dose im
90743	Hep b vacc, adol, 2 dose, im
90744	Hepb vacc ped/adol 3 dose im
90746	Hep b vaccine, adult, im
